series_id,name,units,f,description,copyright,source,iso3166,geography,start,end,updated,value,date,year,month
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.25,2018-09-01,2018,9
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.26,2018-08-01,2018,8
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.18,2018-07-01,2018,7
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.31,2018-06-01,2018,6
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.17,2018-05-01,2018,5
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.83,2018-04-01,2018,4
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.76,2018-03-01,2018,3
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.5,2018-02-01,2018,2
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.01,2018-01-01,2018,1
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.87,2017-12-01,2017,12
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.1,2017-11-01,2017,11
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.09,2017-10-01,2017,10
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.52,2017-09-01,2017,9
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.41,2017-08-01,2017,8
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.53,2017-07-01,2017,7
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.43,2017-06-01,2017,6
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.16,2017-05-01,2017,5
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.98,2017-04-01,2017,4
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.06,2017-03-01,2017,3
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.91,2017-02-01,2017,2
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.78,2017-01-01,2017,1
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.38,2016-12-01,2016,12
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.95,2016-11-01,2016,11
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.31,2016-10-01,2016,10
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.34,2016-09-01,2016,9
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.39,2016-08-01,2016,8
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.55,2016-07-01,2016,7
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.44,2016-06-01,2016,6
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6,2016-05-01,2016,5
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.87,2016-04-01,2016,4
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.55,2016-03-01,2016,3
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.28,2016-02-01,2016,2
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.36,2016-01-01,2016,1
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.41,2015-12-01,2015,12
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.46,2015-11-01,2015,11
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.66,2015-10-01,2015,10
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.56,2015-09-01,2015,9
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.53,2015-08-01,2015,8
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.75,2015-07-01,2015,7
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.82,2015-06-01,2015,6
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.22,2015-05-01,2015,5
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.69,2015-04-01,2015,4
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.61,2015-03-01,2015,3
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.91,2015-02-01,2015,2
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.53,2015-01-01,2015,1
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.65,2014-12-01,2014,12
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.94,2014-11-01,2014,11
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.58,2014-10-01,2014,10
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.38,2014-09-01,2014,9
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.86,2014-08-01,2014,8
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.88,2014-07-01,2014,7
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.89,2014-06-01,2014,6
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.03,2014-05-01,2014,5
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.7,2014-04-01,2014,4
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.82,2014-03-01,2014,3
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.82,2014-02-01,2014,2
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.15,2014-01-01,2014,1
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.59,2013-12-01,2013,12
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.34,2013-11-01,2013,11
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,5.61,2013-10-01,2013,10
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.62,2013-09-01,2013,9
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.6,2013-08-01,2013,8
ELEC.PRICE.AL-IND.M,Average retail price of electricity : Alabama : industrial : monthly,cents per kilowatthour,M,Electricity sold to industrial customers; Electricity sold to industrial customers; ,None,"EIA, U.S. Energy Information Administration",USA-AL,USA-AL,200101,202102,2021-04-23T13:33:02-0400,6.54,2013-07-01,2013,7
